Nr,TID,PID,x [0],y [0],t [sec],I [val],Len [0],D2S [0],D2R [0],D2P [0],v [0/sec],? [deg],?? [deg]
58,29,2,50.745,43.247,0,77.6,1.502,1.502,NA,1.502,NA,93.013,NA
59,30,1,58.558,54.059,0,86.9,0,0,NA,NA,NA,NA,NA
60,30,2,57.611,55.322,0,78.9,1.578,1.578,NA,1.578,NA,126.87,NA
61,31,1,63.056,54.296,0,98.6,0,0,NA,NA,NA,NA,NA
62,31,2,62.819,56.664,0,70.1,2.379,2.379,NA,2.379,NA,95.711,NA
63,32,1,67.475,54.77,0,88.6,0,0,NA,NA,NA,NA,NA
64,32,2,67.318,56.032,0,75.1,1.273,1.273,NA,1.273,NA,97.125,NA
65,33,1,67.081,56.743,0,78.9,0,0,NA,NA,NA,NA,NA
66,33,2,66.765,58.242,0,67.2,1.532,1.532,NA,1.532,NA,101.889,NA
67,34,1,71.264,54.927,0,93.5,0,0,NA,NA,NA,NA,NA
68,34,2,71.264,56.269,0,67.4,1.342,1.342,NA,1.342,NA,90,NA
69,35,1,70.869,56.743,0,76.9,0,0,NA,NA,NA,NA,NA
70,35,2,70.553,58.4,0,94.2,1.687,1.687,NA,1.687,NA,100.784,NA
71,36,1,57.611,54.533,0,66.5,0,0,NA,NA,NA,NA,NA
72,36,2,55.953,55.717,0,50.7,2.037,2.037,NA,2.037,NA,144.462,NA
73,37,1,50.981,53.349,0,93.2,0,0,NA,NA,NA,NA,NA
74,37,2,50.034,54.691,0,93.9,1.642,1.642,NA,1.642,NA,125.218,NA
75,38,1,47.746,52.876,0,115,0,0,NA,NA,NA,NA,NA
76,38,2,47.351,54.77,0,94.5,1.935,1.935,NA,1.935,NA,101.768,NA
77,39,1,61.636,46.957,0,100.2,0,0,NA,NA,NA,NA,NA
78,39,2,61.32,48.298,0,63.5,1.378,1.378,NA,1.378,NA,103.241,NA
79,40,1,76.078,55.559,0,98.9,0,0,NA,NA,NA,NA,NA
80,40,2,75.525,57.768,0,88.7,2.278,2.278,NA,2.278,NA,104.036,NA
81,41,1,75.92,58.084,0,93.7,0,0,NA,NA,NA,NA,NA
82,41,2,75.999,59.741,0,92.7,1.659,1.659,NA,1.659,NA,87.274,NA
83,42,1,83.417,58.321,0,83.6,0,0,NA,NA,NA,NA,NA
84,42,2,83.417,59.584,0,101,1.263,1.263,NA,1.263,NA,90,NA
85,43,1,93.992,55.48,0,108.5,0,0,NA,NA,NA,NA,NA
86,43,2,94.071,56.979,0,97.9,1.502,1.502,NA,1.502,NA,86.987,NA
87,44,1,97.386,56.19,0,108,0,0,NA,NA,NA,NA,NA
88,44,2,97.228,57.768,0,99,1.586,1.586,NA,1.586,NA,95.711,NA
89,45,1,104.015,57.374,0,88.2,0,0,NA,NA,NA,NA,NA
90,45,2,103.857,58.952,0,73.2,1.586,1.586,NA,1.586,NA,95.711,NA
91,46,1,115.787,42.603,0,82,0,0,NA,NA,NA,NA,NA
92,46,2,115.734,44.865,0,120.2,2.263,2.263,NA,2.263,NA,91.332,NA
93,47,1,119.891,42.971,0,58.8,0,0,NA,NA,NA,NA,NA
94,47,2,119.891,44.55,0,114.8,1.578,1.578,NA,1.578,NA,90,NA
95,48,1,124.363,42.708,0,39.7,0,0,NA,NA,NA,NA,NA
96,48,2,124.363,44.023,0,87.6,1.315,1.315,NA,1.315,NA,90,NA
97,49,1,127.835,42.813,0,53.8,0,0,NA,NA,NA,NA,NA
98,49,2,127.888,44.023,0,93.8,1.211,1.211,NA,1.211,NA,87.51,NA
99,50,1,131.834,42.813,0,51.8,0,0,NA,NA,NA,NA,NA
100,50,2,131.886,44.234,0,108.8,1.422,1.422,NA,1.422,NA,87.879,NA
101,51,1,135.99,42.866,0,44,0,0,NA,NA,NA,NA,NA
102,51,2,136.043,44.392,0,114.9,1.527,1.527,NA,1.527,NA,88.025,NA
103,52,1,139.989,42.919,0,44.3,0,0,NA,NA,NA,NA,NA
104,52,2,140.041,44.234,0,86.6,1.316,1.316,NA,1.316,NA,87.709,NA
105,53,1,117.839,45.654,0,111.4,0,0,NA,NA,NA,NA,NA
106,53,2,117.997,47.022,0,116.7,1.377,1.377,NA,1.377,NA,83.418,NA
107,54,1,121.574,45.707,0,112.2,0,0,NA,NA,NA,NA,NA
108,54,2,121.785,47.022,0,96.5,1.332,1.332,NA,1.332,NA,80.91,NA
109,55,1,125.731,46.286,0,88.1,0,0,NA,NA,NA,NA,NA
110,55,2,125.731,47.391,0,114.6,1.105,1.105,NA,1.105,NA,90,NA
111,56,1,114.577,56.598,0,103.4,0,0,NA,NA,NA,NA,NA
112,56,2,114.735,58.018,0,84.9,1.429,1.429,NA,1.429,NA,83.66,NA
113,57,1,112.262,57.229,0,101.2,0,0,NA,NA,NA,NA,NA
114,57,2,112.472,58.545,0,59.2,1.332,1.332,NA,1.332,NA,80.91,NA
115,58,1,109.158,58.071,0,87.3,0,0,NA,NA,NA,NA,NA
116,58,2,109.158,59.492,0,46,1.421,1.421,NA,1.421,NA,90,NA
117,59,1,120.575,57.387,0,98.5,0,0,NA,NA,NA,NA,NA
118,59,2,120.732,58.86,0,71.4,1.482,1.482,NA,1.482,NA,83.884,NA
119,60,1,124.415,57.229,0,96.5,0,0,NA,NA,NA,NA,NA
120,60,2,124.152,59.228,0,89.4,2.017,2.017,NA,2.017,NA,97.496,NA
